name	drugA	drugB	concA	concB	experiments
202	164	2015	1e-08	2e-06	0.508721144
202	164	2015	1e-08	4e-06	0.508470798
202	164	2015	1e-08	6e-06	0.532227247
202	164	2015	1e-08	1e-05	0.52356973
202	164	2015	1e-08	1.4e-05	0.54631417
203	164	2015	0	0	1
203	164	2015	0	1e-07	1.01139628
203	164	2015	0	2.5e-07	1.038539766
203	164	2015	0	5e-07	0.997916646
203	164	2015	0	1e-06	0.984147952
203	164	2015	0	2e-06	1.001803275
203	164	2015	0	4e-06	1.003419035
203	164	2015	0	6e-06	1.006657441
203	164	2015	0	1e-05	0.991406164
203	164	2015	0	1.4e-05	0.972741188
203	164	2015	1e-09	0	1.002568619
203	164	2015	1e-09	1e-07	0.924027685
203	164	2015	1e-09	2.5e-07	0.986418133
203	164	2015	1e-09	5e-07	0.97153551
203	164	2015	1e-09	1e-06	0.947191294
203	164	2015	1e-09	2e-06	0.941970183
203	164	2015	1e-09	4e-06	0.940634421
203	164	2015	1e-09	6e-06	0.9491728
203	164	2015	1e-09	1e-05	0.996309576
203	164	2015	1e-09	1.4e-05	0.9372018
203	164	2015	2.5e-09	0	0.946771928
203	164	2015	2.5e-09	1e-07	0.918265501
203	164	2015	2.5e-09	2.5e-07	0.899729509
203	164	2015	2.5e-09	5e-07	0.876832107
203	164	2015	2.5e-09	1e-06	0.917416284
203	164	2015	2.5e-09	2e-06	0.913841186
203	164	2015	2.5e-09	4e-06	0.905328049
203	164	2015	2.5e-09	6e-06	0.866295527
203	164	2015	2.5e-09	1e-05	0.817774842
203	164	2015	2.5e-09	1.4e-05	0.737287958
203	164	2015	5e-09	0	0.870260194
203	164	2015	5e-09	1e-07	0.833637374
203	164	2015	5e-09	2.5e-07	0.802171496
203	164	2015	5e-09	5e-07	0.697142399
203	164	2015	5e-09	1e-06	0.584601208
203	164	2015	5e-09	2e-06	0.415938018
203	164	2015	5e-09	4e-06	0.542783882
203	164	2015	5e-09	6e-06	0.500796282
203	164	2015	5e-09	1e-05	0.358677471
203	164	2015	5e-09	1.4e-05	0.244874248
203	164	2015	7.5e-09	0	0.23266459
203	164	2015	7.5e-09	1e-07	0.204399153
203	164	2015	7.5e-09	2.5e-07	0.437474334
203	164	2015	7.5e-09	5e-07	0.381504222
203	164	2015	7.5e-09	1e-06	0.293346753
203	164	2015	7.5e-09	2e-06	0.225965067
203	164	2015	7.5e-09	4e-06	0.212936313
203	164	2015	7.5e-09	6e-06	0.229394039
203	164	2015	7.5e-09	1e-05	0.387229809
